code,subject,number,enrollment,peak_demand,peak_demand_day,section,times,locations,rating,workload,id,name
GLBL 301,GLBL,301,12,44,2019-08-27,1,T 13.30-15.20,WTS B36,3.71,4,1045,Environmental Security
GLBL 306,GLBL,306,14,14,2019-08-29,1,M 15.30-17.20,WLH 011,4.49,3,48,SoclEntrprisInDvlpngEconmiesII
GLBL 308,GLBL,308,11,40,2019-08-27,1,MW 13.00-14.20,EVANS 4210,4,3,700,Central Banking
GLBL 310,GLBL,310,33,35,2019-08-30,1,MW 9.00-10.15,LUCE 202,3.7800000000000002,2.7800000000000002,696,International Finance
GLBL 311,GLBL,311,23,72,2019-08-27,1,M 9.25-11.15,RKZ 02,4.43,2.46,711,BankingCrisesFinancialStablty
GLBL 318,GLBL,318,112,171,2019-08-29,1,MW 10.30-11.20,LC 102,3.75,2.66,657,The Next China
GLBL 324,GLBL,324,14,24,2019-08-27,1,W 15.30-17.20,RKZ 04,4.02,2.7,49,Human-Wildlife Conflict Africa
GLBL 331,GLBL,331,6,27,2019-08-27,1,M 15.30-17.20,WLH 003,4.31,3.81,707,Evolution of Central Banking
GLBL 333,GLBL,333,11,27,2019-08-30,1,Th 13.30-15.20,RKZ 02,3.84,3.21,963,Comparative Welfare Policy
GLBL 336,GLBL,336,18,48,2019-08-28,1,T 13.30-15.20,RKZ 102,4.34,3.19,965,PolitclEconmyOfPovrtyAlleviatn
GLBL 342,GLBL,342,0,1,2019-08-27,1,1 HTBA,NA,3.93,4,1314,Studies in Grand Strategy I
GLBL 344,GLBL,344,17,19,2019-09-04,1,M 14.30-16.20,WALL81 101,3.75,2.7800000000000002,1315,Studies in Grand Strategy II
GLBL 346,GLBL,346,16,33,2019-08-28,1,T 13.30-15.20,SPL 51,4.27,2.64,1316,FourConflicts HumanRights Lens
GLBL 353,GLBL,353,133,206,2019-08-28,1,MW 11.35-12.25 + 1,DL 220,4.71,3.5,1317,"Sex, Markets, and Power"
GLBL 366,GLBL,366,17,29,2019-08-28,1,Th 13.30-15.20,WTS A38,3.11,2.8200000000000003,1318,Politics of Global Health
GLBL 376,GLBL,376,24,88,2019-08-28,1,Th 9.25-11.15,LUCE 202,4.1,2.3,1319,Asia Now: HumRightsGlblization
GLBL 388,GLBL,388,18,65,2019-08-28,1,F 9.25-11.15,LC 103,4.45,2.65,1320,American Foreign Policy
GLBL 392,GLBL,392,69,114,2019-08-29,1,TTh 11.35-12.50,WTS A51,4.32,3.13,1321,IntelligenceEspionage&FrgnPlcy
GLBL 393,GLBL,393,19,47,2019-08-28,1,W 13.30-15.20,SML 120C,4.23,3.05,162,Humanitarian Interventions
GLBL 395,GLBL,395,42,63,2019-09-01,1,TTh 11.35-12.50 + 1,WLH 117,4.71,2.8200000000000003,1323,Data Governance in Digital Age
GLBL 398,GLBL,398,5,17,2019-08-28,1,T 9.25-11.15,MY 601,4.52,3.64,1324,Yale and the World
GLBL 444,GLBL,444,130,220,2019-08-28,1,TTh 11.35-12.50,SSS 114,3.85,3,582,Power&Politics in Today'sWorld
GLBL 450,GLBL,450,1,1,2019-09-05,1,1 HTBA,NA,4.42,2.7800000000000002,1326,Directed Research
GLBL 499,GLBL,499,50,50,2019-09-11,1,M 9.25-11.15,WHC B-04,3.5,3.67,1327,Senior Capstone Project
GMAN 100,GMAN,100,15,25,2019-08-29,1,TTh 11.35-12.50,CO493 208,3.19,2.86,1359,German for Reading
GMAN 102,GMAN,102,2,7,2019-08-27,1,W 13.30-15.20 + 1,WLH 115,4.02,2.98,1360,Reading Yiddish
GMAN 110,GMAN,110,33,50,2019-08-27,1,M-F 9.25-10.15,WTS A38,4.09,3.17,1361,Elementary German I
GMAN 120,GMAN,120,6,8,2019-08-26,1,M-F 10.30-11.20,WTS B36,3.44,3.26,1362,Elementary German II
GMAN 125,GMAN,125,9,14,2019-08-26,1,M-F 9.25-11.15,WALL81 101,4.82,3.73,1363,Intensive German I
GMAN 130,GMAN,130,19,24,2019-08-27,1,M-F 9.25-10.15,WLH 013,3.55,3.35,1364,Intermediate German I
GMAN 140,GMAN,140,7,10,2019-08-28,1,M-F 10.30-11.20,WTS B62,3.84,3.3,1365,Intermediate German II
GMAN 152,GMAN,152,36,40,2019-09-02,1,TTh 11.35-12.50,WLH 112,4.41,3.21,1366,Contemporary Germany
GMAN 162,GMAN,162,6,10,2019-08-24,1,MW 11.35-12.50,WTS B36,3,2.22,1367,Pre-1945GermanCulture&Hist
GMAN 173,GMAN,173,9,11,2019-08-27,1,MW 9.00-10.15,WLH 205,4.03,3.25,1368,Intro to German Lyric Poetry
GMAN 208,GMAN,208,12,26,2019-08-29,1,TTh 11.35-12.50,WLH 113,4.41,3.86,1369,GrmanyUnifctiontoRefugeeCrisis
GMAN 226,GMAN,226,3,8,2019-08-26,1,TTh 13.00-14.15,CO451 B-04,4.5,3.25,1370,The Faust Tradition
GMAN 227,GMAN,227,31,58,2019-08-28,1,M 13.30-15.20,LC 317,4.04,2.95,506,Heidegger's Being and Time
GMAN 273,GMAN,273,5,17,2019-08-26,1,W 13.30-15.20,WLH 204,4.37,3.21,1205,Third Reich in German Films
GMAN 275,GMAN,275,6,15,2019-08-29,1,T 13.30-15.20,WLH 202,4.19,3.01,503,East German Lit & Film
GMAN 316,GMAN,316,0,1,2019-08-22,1,1 HTBA,NA,0,0,1374,The Death Sentence
GMAN 323,GMAN,323,12,18,2019-08-28,1,Th 9.25-11.15,PH 207,0,0,1207,Vienna 1900–1938
GMAN 381,GMAN,381,21,29,2019-08-28,1,WF 9.00-10.15,WLH 211,3.85,3.31,1376,Kant's Critique of Pure Reason
GMAN 478,GMAN,478,1,1,2019-08-22,1,1 HTBA,NA,4.24,3.31,1377,DirectedReadingOrIndivResearch
HIST 017,HIST,17,12,15,2019-08-26,1,TTh 9.00-10.15,BRW35 215,3.94,2.95,1392,American Indians in Higher Ed
HIST 022,HIST,22,19,76,2019-08-26,1,MW 11.35-12.50,HLH31 108,4.5,4.4,1393,What History Teaches
HIST 033,HIST,33,13,39,2019-08-26,1,TTh 13.00-14.15,WTS A32,3.67,2.83,1394,London&Paris Fashion since1750
HIST 037,HIST,37,21,48,2019-08-26,1,MW 9.00-10.15,AKW 100,4.79,2.71,479,Ancient Medicine & Disease
HIST 072,HIST,72,16,46,2019-08-26,1,TTh 11.35-12.50,WLH 205,4.31,3.06,1396,The History of World History
HIST 101,HIST,101,30,64,2019-08-28,1,TTh 13.30-14.20,WLH 207,2.4,2.16,1397,The World Circa 1000
HIST 103J,HIST,103,15,30,2019-08-27,1,W 9.25-11.15,PR230 101,4.5,4.09,8,Life&WritingsFrederickDouglass
HIST 106J,HIST,106,15,39,2019-08-27,1,W 9.25-11.15,STOECK 408,4.2,3.2,1399,American Exceptionalisms
HIST 108J,HIST,108,13,22,2019-08-28,1,MW 13.00-14.15,WLH 210,4,3.63,1400,Trans Hist
HIST 115,HIST,115,27,37,2019-08-28,1,TTh 13.30-14.20,WLH 117,3.63,3,70,ColonialPeriodAmericanHistory
HIST 122,HIST,122,130,220,2019-08-28,1,TTh 11.35-12.50,SSS 114,4.04,3.02,582,Power&Politics in Today'sWorld
HIST 127J,HIST,127,3,10,2019-08-28,1,T 13.30-15.20,CO493 103,3.83,3.38,1403,Building the American State
HIST 130J,HIST,130,17,29,2019-08-27,1,W 9.25-11.15,HLH28 B-1,3.66,2.76,93,Indians&theSpanishBorderlands
HIST 135J,HIST,135,15,39,2019-08-27,1,W 9.25-11.15,PH 207,4.49,3.7199999999999998,1405,Age of Hamilton and Jefferson
HIST 137J,HIST,137,16,58,2019-08-27,1,W 9.25-11.15,WALL81 201,0,0,12,FrmVotingRightActto#blacklives
HIST 140,HIST,140,152,226,2019-08-28,1,TTh 10.30-11.20 + 1,WLH 201,3.48,2.67,1407,PublicHealthInAmerica1793toPre
HIST 141,HIST,141,14,22,2019-09-04,1,TTh 11.35-12.25,YK212 106,3.2800000000000002,3.11,68,The American West
HIST 144J,HIST,144,14,50,2019-08-27,1,W 15.30-17.20,LC 209,4.4,3.4,1297,Lessons of the Past
HIST 150J,HIST,150,17,70,2019-08-29,1,T 9.25-11.15,BM 013,3.94,3.33,1410,Healthcare for the Urban Poor
HIST 164J,HIST,164,21,41,2019-08-28,1,T 15.30-17.20,HLH31 108,4.29,3.21,1411,"Foxes, Hedgehogs, and History"
HIST 166J,HIST,166,18,52,2019-08-28,1,Th 13.30-15.20,BASSLB L73,4.75,4,90,AsianAmerWomen&Gender1830-Pres
HIST 167J,HIST,167,20,52,2019-08-27,1,W 13.30-15.20,PR77 A001,4.48,3.15,1413,Congress in Light of History
HIST 174J,HIST,174,14,31,2019-08-27,1,Th 13.30-15.20,WALL81 301,4.37,3.41,95,"Religion, War, and America"
HIST 176J,HIST,176,17,101,2019-08-27,1,W 15.30-17.20,SML 177,4.5,3.25,1415,ReproductiveHlthGender&PowerUS
HIST 179J,HIST,179,12,21,2019-08-27,1,T 15.30-17.20,WLH 014,3.58,3.03,1416,Science and Religion
HIST 184,HIST,184,38,56,2019-09-03,1,TTh 10.30-11.20 + 1,WLH 207,3.8200000000000003,3.2800000000000002,3,Rise &Fall of Atlantic Slavery
HIST 191J,HIST,191,7,26,2019-08-27,1,W 15.30-17.20,LC 105,3.88,4.38,1418,Womens Grssrts Pol Post WII US
HIST 195J,HIST,195,17,35,2019-08-27,1,W 9.25-11.15,LORIA B51,0,0,1419,Hlth&Incarceration in US Hist
HIST 199,HIST,199,60,111,2019-08-28,1,TTh 11.35-12.25,HLH17 101,3.63,2.95,73,American Energy History
HIST 202,HIST,202,29,54,2019-08-30,1,MW 13.30-14.20,WLH 116,3.87,2.8,1421,EuropeanCivilization 1648-1945
HIST 204,HIST,204,11,16,2019-08-28,1,MW 9.25-10.15,PH 407,4.25,3.24,482,Ancient Global Leadership
HIST 216J,HIST,216,9,23,2019-08-28,1,T 9.25-11.15,YK220 003,5,3,1423,Eurasian Encounters before1500
HIST 217,HIST,217,34,65,2019-08-27,1,TTh 11.35-12.50,LC 317,4.65,3.74,483,The Roman Republic
HIST 227,HIST,227,14,38,2019-08-27,1,MW 11.35-12.50,WLH 120,4.05,3.64,1425,Spanish Civil War:Words&Images
HIST 229,HIST,229,10,26,2019-08-28,1,TTh 11.35-12.50,WLH 120,3.87,2.98,1426,OligarchytoDemocracyBritain
HIST 229J,HIST,229,14,20,2019-08-29,1,W 13.30-15.20,YK212 004,4.35,2.93,1427,"London, 1560-1760"
HIST 232J,HIST,232,7,20,2019-08-28,1,W 9.25-11.15,LC 103,3.83,2.67,1428,MedievalJewsChristians&Muslims
HIST 249,HIST,249,7,14,2019-08-28,1,TTh 14.30-15.20,WLH 117,4.29,3.29,1429,Making European Culture Jewish
HIST 249J,HIST,249,7,13,2019-09-03,1,Th 9.25-11.15,CO451 B-04,4.29,3,1430,Jewish Magic
HIST 253J,HIST,253,9,19,2019-08-30,1,T 9.25-11.15,SML 177,4.39,3,1431,Early Modern Spain and Empires
HIST 254,HIST,254,12,26,2019-08-29,1,TTh 11.35-12.50,WLH 113,4.41,3.86,1369,GrmanyUnifctiontoRefugeeCrisis
HIST 256J,HIST,256,3,8,2019-08-28,1,W 15.30-17.20,WTS A38,4.1,3.29,1433,Imagining the Body Politic
HIST 263,HIST,263,67,104,2019-09-03,1,TTh 14.30-15.20,LC 102,4.41,2.98,1434,Eastern Europe to 1914
HIST 267J,HIST,267,18,23,2019-09-06,1,M 13.30-15.20,WLH 115,4.34,3.48,1435,Holocaust Culture and Politics
HIST 269J,HIST,269,13,25,2019-09-02,1,T 9.25-11.15,WTS B74,4.28,2.98,1436,History & Holocaust Testimony
HIST 271,HIST,271,156,203,2019-09-04,1,MW 11.35-12.25,OML 202,4.13,2.62,1437,IntellectlHistrySinceNietzsche
HIST 275,HIST,275,89,101,2019-08-28,1,MW 10.30-11.20,LC 101,3.76,2.45,1438,"France, 1789-1871"
HIST 280,HIST,280,35,52,2019-08-28,1,TTh 14.30-15.20,WLH 116,4.42,2.88,1439,Catholic IntellectualTradition
HIST 290,HIST,290,14,22,2019-08-27,1,MW 11.35-12.50,YK220 100,4.05,2.91,1440,Russia from the 9th C to 1801
HIST 292J,HIST,292,11,27,2019-08-27,1,W 9.25-11.15,RKZ 02,4.15,3.86,1441,Democracy & French Revolution
HIST 299J,HIST,299,9,16,2019-08-26,1,T 9.25-11.15,LORIA 259,4.21,3.31,1442,Intellectuals &Power in Europe
HIST 301J,HIST,301,17,45,2019-08-28,1,M 13.30-15.20,WALL81 401,4.25,3,662,The Two Koreas
HIST 303J,HIST,303,15,40,2019-09-05,1,F 13.30-15.20,SML 218,4.3,4.2,655,Hong Kong and China
HIST 307J,HIST,307,8,11,2019-08-28,1,M 15.30-17.20,SML 207,4.5,3.67,664,Written Word in Japan to 1600
HIST 309J,HIST,309,15,32,2019-08-27,1,W 13.30-15.20,RKZ 241,4.2,3.43,656,Uses of the Past inModernChina
HIST 311,HIST,311,56,73,2019-08-31,1,MW 10.30-11.20,LORIA 351,4.08,2.69,486,Egypt of the Pharaohs
HIST 313J,HIST,313,16,30,2019-08-27,1,M 13.30-15.20,RKZ 04,4.15,3.7,1448,British Raj & Indian Nation
HIST 315J,HIST,315,12,19,2019-08-28,1,W 15.30-17.20,LC 206,0,0,663,Law & Gender in Japan Empire
HIST 332,HIST,332,77,96,2019-09-03,1,MW 11.35-12.25,LORIA 351,4.54,3.51,50,AfricanEncountrsWithColonialsm
HIST 334,HIST,334,13,26,2019-08-28,1,TTh 14.30-15.45,LC 211,3.41,3.35,1451,Ideology in Palestine & Israel
HIST 335,HIST,335,0,7,2019-08-22,1,1 HTBA,NA,4.62,3.66,51,History of South Africa
HIST 344J,HIST,344,0,12,2019-08-22,1,1 HTBA,NA,3.5,3.17,1453,The Middle East Before Oil
HIST 347J,HIST,347,13,23,2019-08-28,1,Th 15.30-17.20,WLH 209,4.13,3.46,1454,Great Game to the Great Satan
HIST 355,HIST,355,14,26,2019-08-28,1,TTh 11.35-12.25,LC 211,3.84,3.35,1455,Colonial Latin America
HIST 372J,HIST,372,19,50,2019-08-27,1,T 13.30-15.20,LC 103,4.47,3.59,1012,Revolution&ColdWarLatinAmerica
HIST 375,HIST,375,0,5,2019-08-22,1,1 HTBA,NA,3.61,3.32,661,China from Mao to Now
HIST 380,HIST,380,11,37,2019-08-28,1,TTh 10.30-11.20,WLH 114,3.8200000000000003,3.36,1458,The Making of the Modern ME
HIST 381J,HIST,381,16,21,2019-08-28,1,W 13.30-15.20,RKZ 08,4.43,3.88,1459,"Wahhabism: Pol, Hist, Ethics"
HIST 382J,HIST,382,1,7,2019-08-26,1,W 15.30-17.20,WLH 004,3.6,3.6,1460,Vietnamese History to 1920
HIST 383J,HIST,383,16,58,2019-08-28,1,W 13.30-15.20,WALL81 301,4.9,3.21,10,"Medicine, Race, Slave Trade"
HIST 387J,HIST,387,4,9,2019-08-27,1,W 13.30-15.20,WLH 205,3.7800000000000002,2.99,1462,Islam in South Asia & Beyond
HIST 388J,HIST,388,17,27,2019-08-30,1,W 13.30-15.20,RKZ 06,3.84,2.33,1463,Slavery&Slave Trade in Africa
HIST 398J,HIST,398,8,14,2019-08-29,1,MW 14.30-15.45,WTS B35,4.5,3,1464,Intro to Modern Ctr Asia
HIST 420J,HIST,420,19,40,2019-08-29,1,Th 13.30-15.20,WLH 011,4.62,3.46,1465,Liberalism
HIST 426J,HIST,426,5,17,2019-08-28,1,T 9.25-11.15,MY 601,3.88,4,1324,Yale and the World
HIST 445J,HIST,445,16,32,2019-08-27,1,W 13.30-15.20,WLH 209,5,4,1467,Natural History in History
HIST 465,HIST,465,23,69,2019-08-27,1,MW 11.35-12.25 + 1,LC 211,3.75,2.68,1035,Making Climate Knowledge
HIST 467J,HIST,467,16,49,2019-08-29,1,M 13.30-15.20,LC 105,4.33,4.1,1469,"Cartography,Territory&Identity"
HIST 479,HIST,479,337,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56,4,Sickness and Health
HIST 482J,HIST,482,0,1,2019-08-27,1,1 HTBA,NA,3.46,3.76,1314,Studies in Grand Strategy I
HIST 483J,HIST,483,17,19,2019-09-04,1,M 14.30-16.20,WALL81 101,3.7800000000000002,3.94,1315,Studies in Grand Strategy II
HIST 494,HIST,494,4,4,2019-09-10,1,1 HTBA,NA,4.33,5,1473,Individual Writing Tutorial
HIST 495,HIST,495,86,86,2019-09-11,1,1 HTBA,NA,3.6,3.32,1474,The Senior Essay
HIST 496,HIST,496,5,8,2019-09-03,1,1 HTBA,NA,3.85,4.44,1475,The Senior Essay
HIST 497,HIST,497,5,5,2019-09-11,1,1 HTBA,NA,3.89,4.13,1476,One-Term Senior Essay
HSAR 002,HSAR,2,17,30,2019-08-26,1,M 13.00-16.00,LORIA 358,4.69,2.46,65,Furniture and American Life
HSAR 015,HSAR,15,4,13,2019-08-27,1,TTh 13.00-14.15,LORIA 259,3.8,3,1550,Ten Indian Objects
HSAR 016,HSAR,16,6,13,2019-08-27,1,MW 13.00-14.15,LORIA B50,0,0,650,Chinese Painting and Culture
HSAR 143,HSAR,143,15,40,2019-08-28,1,TTh 14.30-15.45,LORIA 351,3.84,2.24,1552,BuddhistArt&Archtectr900to1600
HSAR 150,HSAR,150,21,34,2019-09-01,1,TTh 13.30-14.20,LORIA 351,4.28,3.14,1553,Global Sacred Art & Archt
HSAR 176,HSAR,176,82,124,2019-08-30,1,TTh 11.35-12.25,LORIA 250,4.49,3.56,1554,The Politics of Representation
HSAR 250,HSAR,250,26,50,2019-08-28,1,TTh 9.00-10.15,LORIA 351,4.23,2.95,213,RomanArt:EmpireIdentitySociety
HSAR 293,HSAR,293,25,48,2019-08-28,1,TTh 10.30-11.20 + 1,LORIA B51,4.34,2.5300000000000002,1556,Baroque Rome
HSAR 326,HSAR,326,36,56,2019-08-28,1,TTh 10.30-11.20 + 1,YK212 106,3.5,2.41,241,HistArch I: Antiquity-Baroque
HSAR 343,HSAR,343,9,20,2019-08-28,1,TTh 10.30-11.20 + 1,LORIA 351,3.94,3.55,1558,The History of Photography
HSAR 375,HSAR,375,6,25,2019-08-27,1,TTh 13.30-14.20,LORIA B51,3,3.8,6,Afro-Modernism in 20th Century
HSAR 401,HSAR,401,16,22,2019-08-27,1,W 13.30-15.20,LORIA 358,3.79,3.29,1560,CriticalApproachesToArtHistory
HSAR 410,HSAR,410,18,40,2019-08-28,1,W 13.30-15.20,WALL81 401,4.5600000000000005,2,80,Humbugs and Visionaries
HSAR 426,HSAR,426,10,22,2019-08-30,1,M 13.30-15.20,YUAG 052,4.65,2.67,1562,American Silver
HSAR 439,HSAR,439,11,14,2019-08-27,1,W 13.30-15.20,LORIA 259,0,0,1563,Surrealism
HSAR 440,HSAR,440,4,7,2019-08-29,1,Th 13.30-15.20,LORIA 258,0,0,1564,Nineteenth-Century Sculpture
HSAR 448,HSAR,448,15,37,2019-08-28,1,M 9.25-11.15,LORIA 358,4.5,2.92,1565,The Long 1960s
HSAR 455,HSAR,455,11,24,2019-08-28,1,Th 9.25-11.15,LORIA 360,5,3.17,1566,Conceptualization of Space
HSAR 458,HSAR,458,13,17,2019-08-26,1,MW 13.00-14.15,WLH 002,4.44,2.98,1245,Chartres Cathedral
HSAR 460,HSAR,460,13,22,2019-08-27,1,TTh 11.35-12.50,LORIA 259,4.46,3.94,923,WritngAboutContempFiguratveArt
HSAR 466,HSAR,466,5,8,2019-09-04,1,T 13.30-15.20,YUAG 041,4.15,2.89,1569,Technical Examination of Art
HSAR 469,HSAR,469,9,19,2019-08-27,1,T 9.25-11.15,LORIA 360,4.53,3.2800000000000002,667,Contemporary Art in China
HSAR 490,HSAR,490,18,26,2019-08-27,1,Th 13.30-15.20 + 1,CO493 103,3.32,2.63,1206,Close Analysis of Film
HSAR 498,HSAR,498,1,1,2019-09-10,1,1 HTBA,NA,4.49,3.56,1572,Independent Tutorial
HSAR 499,HSAR,499,4,4,2019-09-03,1,1 HTBA,NA,4.17,4.6,1573,The Senior Essay
HSHM 002,HSHM,2,21,48,2019-08-26,1,MW 9.00-10.15,AKW 100,4.79,2.71,479,Ancient Medicine & Disease
HSHM 207,HSHM,207,60,111,2019-08-28,1,TTh 11.35-12.25,HLH17 101,3.63,2.95,73,American Energy History
HSHM 209,HSHM,209,23,69,2019-08-27,1,MW 11.35-12.25 + 1,LC 211,3.75,2.68,1035,Making Climate Knowledge
HSHM 215,HSHM,215,152,226,2019-08-28,1,TTh 10.30-11.20 + 1,WLH 201,3.48,2.67,1407,PublicHealthInAmerica1793toPre
HSHM 241,HSHM,241,337,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.99,2.56,4,Sickness and Health
HSHM 406,HSHM,406,17,70,2019-08-29,1,T 9.25-11.15,BM 013,3.94,3.33,1410,Healthcare for the Urban Poor
HSHM 415,HSHM,415,12,21,2019-08-27,1,T 15.30-17.20,WLH 014,3.58,3.03,1416,Science and Religion
HSHM 422,HSHM,422,16,49,2019-08-29,1,M 13.30-15.20,LC 105,4.33,4.1,1469,"Cartography,Territory&Identity"
HSHM 436,HSHM,436,17,35,2019-08-27,1,W 9.25-11.15,LORIA B51,0,0,1419,Hlth&Incarceration in US Hist
HSHM 454,HSHM,454,16,32,2019-08-27,1,W 13.30-15.20,WLH 209,5,4,1467,Natural History in History
HSHM 465,HSHM,465,17,101,2019-08-27,1,W 15.30-17.20,SML 177,4.43,3.34,1415,ReproductiveHlthGender&PowerUS
HSHM 481,HSHM,481,16,58,2019-08-28,1,W 13.30-15.20,WALL81 301,4.9,3.21,10,"Medicine, Race, Slave Trade"
HSHM 490,HSHM,490,22,22,2019-09-09,1,1 HTBA,NA,4.22,3.9,1606,Yearlong Senior Project
HSHM 491,HSHM,491,4,4,2019-08-27,1,1 HTBA,NA,4,4.33,1607,Yearlong Senior Project
HSHM 492,HSHM,492,1,1,2019-08-26,1,1 HTBA,NA,4.64,3.44,1608,One-Term Senior Project
HUMS 065,HUMS,65,18,57,2019-08-26,1,MW 9.00-10.15,LORIA B50,4.44,2.7800000000000002,757,Education & Life Worth Living
HUMS 071,HUMS,71,19,44,2019-08-26,1,MW 9.00-10.15,HLH31 108,4.5,2.92,1617,Intellectual Circles
HUMS 075,HUMS,75,14,30,2019-08-26,1,W 14.30-17.30,DC 215,3.8,3.6,1618,The Art of Watercolor
HUMS 082,HUMS,82,20,38,2019-08-26,1,MW 13.00-14.15,MY 601,3.64,3.86,1619,Six Pretty Good Books
HUMS 094,HUMS,94,15,45,2019-08-26,1,MW 9.00-10.15,LC 208,4.5,3.38,1620,Science and the Humanities
HUMS 128,HUMS,128,19,62,2019-08-28,1,TTh 11.35-12.50,YK220 100,4.33,2.67,1621,Gilgamesh to Persepolis
HUMS 130,HUMS,130,22,26,2019-08-29,1,MW 11.35-12.50,PH 207,3.86,2.76,1622,How to Read
HUMS 134,HUMS,134,28,35,2019-08-28,1,MW 9.25-10.15 + 1,LC 211,2.67,3.33,885,The Multicultural Middle Ages
HUMS 144,HUMS,144,34,65,2019-08-27,1,TTh 11.35-12.50,LC 317,4.6,3.7,483,The Roman Republic
HUMS 149,HUMS,149,0,2,2019-08-22,1,1 HTBA,NA,4.75,3.25,894,Renaissance Love Poetry
HUMS 150,HUMS,150,11,24,2019-08-28,1,T 13.30-15.20,BM 013,4.5600000000000005,2.22,1626,Shakespre:HistsComedies&Poems
HUMS 152,HUMS,152,8,14,2019-08-27,1,Th 13.30-15.20,DOW 215,4.57,2.39,1627,PoetcInfluencShakespearToKeats
HUMS 176,HUMS,176,82,124,2019-08-30,1,TTh 11.35-12.25,LORIA 250,4.37,3.83,1554,The Politics of Representation
HUMS 180,HUMS,180,23,37,2019-08-27,1,TTh 11.35-12.50 + 1,PH 407,4.25,2.33,1629,Dante in Translation TR
HUMS 185,HUMS,185,13,22,2019-08-27,1,TTh 11.35-12.50,LORIA 259,4.9,4.22,923,WritngAboutContempFiguratveArt
HUMS 192,HUMS,192,9,16,2019-08-26,1,T 9.25-11.15,LORIA 259,4.21,3.31,1442,Intellectuals &Power in Europe
HUMS 204,HUMS,204,19,30,2019-08-27,1,TTh 14.30-15.45,LC 206,4.24,3.02,891,The Drama of Justice and Mercy
HUMS 205,HUMS,205,19,79,2019-08-28,1,Th 13.30-15.20,WLH 013,4.5600000000000005,2.03,1633,BoundariesOf theBody inLaw&Lit
HUMS 206,HUMS,206,26,42,2019-08-29,1,MW 9.00-10.15,WTS A74,5,3,887,Arabian Nights
HUMS 207,HUMS,207,15,36,2019-09-02,1,T 15.30-17.20,WLH 002,4.71,2.71,1635,Possession
HUMS 218,HUMS,218,113,167,2019-09-01,1,TTh 11.35-12.50,LC 101,4.2,2.62,1199,Storytelling and TV
HUMS 221,HUMS,221,15,24,2019-08-28,1,Th 9.25-11.15,RKZ 05,4.53,2.08,769,Idolizing Education
HUMS 237,HUMS,237,19,40,2019-08-29,1,Th 13.30-15.20,WLH 011,4.62,3.46,1465,Liberalism
HUMS 253,HUMS,253,17,38,2019-08-27,1,Th 13.30-15.20,BF S-28,4.74,2.85,909,Poetry and Faith
HUMS 254,HUMS,254,8,30,2019-08-28,1,TTh 11.35-12.50,LC 318,3.86,3.5700000000000003,900,Literature and Philosophy
HUMS 258,HUMS,258,12,39,2019-08-26,1,W 9.25-11.15,WTS B60,4.43,2.86,977,Ethics of Forgiveness
HUMS 264,HUMS,264,3,8,2019-08-28,1,W 15.30-17.20,WTS A38,4.27,2.55,1433,Imagining the Body Politic
HUMS 270,HUMS,270,42,50,2019-09-02,1,MW 10.30-11.20 + 1,WLH 120,4.26,3.09,478,The Chinese Tradition TR
HUMS 279,HUMS,279,11,27,2019-08-27,1,W 9.25-11.15,RKZ 02,3.67,3.5,1441,Democracy & French Revolution
HUMS 290,HUMS,290,7,19,2019-08-29,1,M 13.30-15.20,ELM143 106,4,3.6,515,ModernNovel inBrazil &Japan TR
HUMS 295,HUMS,295,13,45,2019-08-27,1,MW 14.30-15.45,WLH 007,4.64,3.36,1646,Trials of Uncertainty
HUMS 317,HUMS,317,0,1,2019-08-22,1,1 HTBA,NA,4.5,3.27,1374,The Death Sentence
HUMS 327,HUMS,327,10,20,2019-08-28,1,MW 13.00-14.15,LC 205,4.43,4,898,The Victorian Political Novel
HUMS 330,HUMS,330,31,58,2019-08-28,1,M 13.30-15.20,LC 317,4.04,2.95,506,Heidegger's Being and Time
HUMS 339,HUMS,339,156,203,2019-09-04,1,MW 11.35-12.25,OML 202,4.05,2.56,1437,IntellectlHistrySinceNietzsche
HUMS 343,HUMS,343,3,5,2019-08-27,1,MW 13.00-14.15,WTS B35,0,0,1651,Masterpieces of Russ Lit II TR
HUMS 351,HUMS,351,23,39,2019-08-30,1,TTh 14.30-15.45 + 1,WLH 112,4.68,3.77,1652,The Puritans to the Civil War
HUMS 415,HUMS,415,13,17,2019-08-26,1,MW 13.00-14.15,WLH 002,4.25,2.85,1245,Chartres Cathedral
HUMS 443,HUMS,443,7,20,2019-08-28,1,W 9.25-11.15,LC 103,3.83,2.67,1428,MedievalJewsChristians&Muslims
HUMS 444,HUMS,444,4,8,2019-08-28,1,TTh 14.30-15.45 + 1,WALL81 101,4.32,3.51,1655,The City of Rome
HUMS 449,HUMS,449,14,21,2019-08-28,1,M 13.30-15.20,WHC 208,4.14,2.85,1656,Secret Life of Radio
HUMS 454,HUMS,454,13,43,2019-08-27,1,W 13.30-15.20 + 1,CO451 B-04,4,2.7800000000000002,903,Interpreting Film Masterpieces
HUMS 470,HUMS,470,2,2,2019-09-09,1,1 HTBA,NA,4.5,3.5,1658,SpecialStudiesInTheHumanities
HUMS 491,HUMS,491,7,8,2019-09-03,1,1 HTBA,NA,4.58,4.37,1659,The Senior Essay
